show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,date_added_parsed,duration_minutes,genre
s01159,Movie,Sample Title 1159,Nisha Patel,"Priyanka Chopra, Dev Patel",India,"April 22, 2019",1990,NR,108 min,"Dramas, International Movies",A high-octane adventure across continents.,1990-01-01,108,International Movies
s01160,TV Show,Sample Title 1160,David Fincher,"Mahershala Ali, Jharrel Jerome",South Korea,"January 21, 2016",2017,G,2 Season,"Dramas, International Movies",A gripping tale of ambition and betrayal.,2017-01-01,360,Dramas
s01160,TV Show,Sample Title 1160,David Fincher,"Mahershala Ali, Jharrel Jerome",South Korea,"January 21, 2016",2017,G,2 Season,"Dramas, International Movies",A gripping tale of ambition and betrayal.,2017-01-01,360,International Movies
s01161,TV Show,Sample Title 1161,Quentin Tarantino,"Kangana Ranaut, Rajkummar Rao",Germany,"April 15, 2022",1999,PG-13,29 Seasons,Children & Family Movies,A documentary exploring the hidden corners of the world.,1999-01-01,5220,Children & Family Movies
s01162,Movie,Sample Title 1162,Sofia Coppola,"Zendaya, Timothée Chalamet",South Korea,"June 15, 2018",1992,NR,125 min,Romantic Movies,A high-octane adventure across continents.,1992-01-01,125,Romantic Movies
s01163,TV Show,Sample Title 1163,Ava DuVernay,"Priyanka Chopra, Dev Patel",South Korea,"September 11, 2022",2009,R,29 Seasons,Reality TV,A chilling horror that keeps you on edge.,2009-01-01,5220,Reality TV
s01164,TV Show,Sample Title 1164,Taika Waititi,"Rami Malek, Lucy Boynton",South Korea,"July 09, 2017",2016,TV-14,3 Season,Children & Family Movies,A heartwarming family movie filled with emotions.,2016-01-01,540,Children & Family Movies
s01165,Movie,Sample Title 1165,Sofia Coppola,"Mahershala Ali, Jharrel Jerome",Brazil,"January 21, 2018",2014,TV-PG,108 min,Comedies,A documentary exploring the hidden corners of the world.,2014-01-01,108,Comedies
s01166,TV Show,Sample Title 1166,Unknown,"Tom Holland, Jacob Batalon",Japan,"December 21, 2019",2017,NR,9 Season,Horror Movies,A chilling horror that keeps you on edge.,2017-01-01,1620,Horror Movies
s01167,TV Show,Sample Title 1167,David Fincher,"Scarlett Johansson, Florence Pugh",India,"July 29, 2017",2009,TV-14,18 Seasons,Reality TV,A futuristic sci-fi with stunning visuals.,2009-01-01,3240,Reality TV
s01168,TV Show,Sample Title 1168,Unknown,"Shah Rukh Khan, Kajol",South Korea,"August 07, 2016",2015,R,18 Seasons,Horror Movies,A gripping tale of ambition and betrayal.,2015-01-01,3240,Horror Movies
s01169,TV Show,Sample Title 1169,Nisha Patel,"Robert Downey Jr., Chris Evans",India,"August 12, 2016",2007,PG-13,9 Season,Romantic Movies,A reality show full of surprises.,2007-01-01,1620,Romantic Movies
s01170,Movie,Sample Title 1170,Sofia Coppola,"Mahershala Ali, Jharrel Jerome",Mexico,"September 19, 2019",1993,PG-13,107 min,Reality TV,A futuristic sci-fi with stunning visuals.,1993-01-01,107,Reality TV
s01171,Movie,Sample Title 1171,Greta Gerwig,"Kangana Ranaut, Rajkummar Rao",United Kingdom,"April 21, 2022",2021,R,159 min,Action & Adventure,A documentary exploring the hidden corners of the world.,2021-01-01,159,Action & Adventure
s01172,TV Show,Sample Title 1172,Denis Villeneuve,"Mahershala Ali, Jharrel Jerome",Spain,"September 18, 2023",2002,PG-13,1 Season,Comedies,A gripping tale of ambition and betrayal.,2002-01-01,180,Comedies
s01173,Movie,Sample Title 1173,Unknown,"Zendaya, Timothée Chalamet",Brazil,"January 31, 2017",2005,TV-14,147 min,Comedies,A crime saga revealing deep corruption.,2005-01-01,147,Comedies
s01174,Movie,Sample Title 1174,Nisha Patel,"Scarlett Johansson, Florence Pugh",United States,"May 13, 2017",2009,TV-PG,134 min,Crime TV Shows,A documentary exploring the hidden corners of the world.,2009-01-01,134,Crime TV Shows
s01175,Movie,Sample Title 1175,Quentin Tarantino,"Shah Rukh Khan, Kajol",Germany,"December 03, 2020",1997,TV-PG,139 min,Documentaries,A gripping tale of ambition and betrayal.,1997-01-01,139,Documentaries
s01176,Movie,Sample Title 1176,Wes Anderson,"Rami Malek, Lucy Boynton",United Kingdom,"September 26, 2021",2002,NR,88 min,Crime TV Shows,A heartwarming family movie filled with emotions.,2002-01-01,88,Crime TV Shows
s01177,TV Show,Sample Title 1177,Nisha Patel,"Tom Holland, Jacob Batalon",Germany,"February 01, 2019",2015,TV-PG,10 Season,Comedies,A crime saga revealing deep corruption.,2015-01-01,1800,Comedies
s01178,TV Show,Sample Title 1178,David Fincher,"Priyanka Chopra, Dev Patel",Japan,"May 07, 2017",2014,TV-MA,3 Season,Reality TV,A heartwarming family movie filled with emotions.,2014-01-01,540,Reality TV
s01179,Movie,Sample Title 1179,Taika Waititi,"Shah Rukh Khan, Kajol",Japan,"June 23, 2016",2012,R,152 min,Crime TV Shows,A crime saga revealing deep corruption.,2012-01-01,152,Crime TV Shows
s01180,TV Show,Sample Title 1180,Bong Joon-ho,"Kangana Ranaut, Rajkummar Rao",Brazil,"May 13, 2018",2012,TV-PG,6 Seasons,Sci-Fi & Fantasy,An uplifting story about friendship and resilience.,2012-01-01,1080,Sci-Fi & Fantasy
s01181,Movie,Sample Title 1181,Christopher Nolan,"Tom Holland, Jacob Batalon",Germany,"April 25, 2022",2011,NR,153 min,Documentaries,A heartwarming family movie filled with emotions.,2011-01-01,153,Documentaries
s01182,TV Show,Sample Title 1182,Unknown,"Mahershala Ali, Jharrel Jerome",Australia,"April 16, 2021",2001,PG,2 Season,Documentaries,A romantic story that challenges destiny.,2001-01-01,360,Documentaries
s01183,TV Show,Sample Title 1183,Ava DuVernay,"Robert Downey Jr., Chris Evans",United States,"October 13, 2017",2004,PG-13,7 Season,Comedies,A crime saga revealing deep corruption.,2004-01-01,1260,Comedies
s01184,TV Show,Sample Title 1184,Denis Villeneuve,"Rami Malek, Lucy Boynton",India,"December 13, 2017",2014,TV-PG,8 Seasons,Comedies,A gripping tale of ambition and betrayal.,2014-01-01,1440,Comedies
s01185,TV Show,Sample Title 1185,Patty Jenkins,"Zendaya, Timothée Chalamet",Japan,"March 13, 2020",1991,R,28 Seasons,Romantic Movies,An uplifting story about friendship and resilience.,1991-01-01,5040,Romantic Movies
s01186,TV Show,Sample Title 1186,Sofia Coppola,"Kangana Ranaut, Rajkummar Rao",Canada,"March 12, 2018",2006,NR,21 Seasons,Crime TV Shows,A heartwarming family movie filled with emotions.,2006-01-01,3780,Crime TV Shows
s01187,Movie,Sample Title 1187,Patty Jenkins,"Meryl Streep, Anne Hathaway",Australia,"December 04, 2021",2002,PG-13,95 min,Reality TV,A gripping tale of ambition and betrayal.,2002-01-01,95,Reality TV
s01188,Movie,Sample Title 1188,David Fincher,"Meryl Streep, Anne Hathaway",United States,"January 12, 2020",2016,PG-13,96 min,Romantic Movies,A documentary exploring the hidden corners of the world.,2016-01-01,96,Romantic Movies
s01189,TV Show,Sample Title 1189,Sofia Coppola,"Mahershala Ali, Jharrel Jerome",Brazil,"December 13, 2019",2012,R,7 Seasons,Comedies,A crime saga revealing deep corruption.,2012-01-01,1260,Comedies
s01190,TV Show,Sample Title 1190,Sofia Coppola,"Zendaya, Timothée Chalamet",United Kingdom,"October 19, 2021",2009,PG-13,2 Season,Comedies,A crime saga revealing deep corruption.,2009-01-01,360,Comedies
s01191,Movie,Sample Title 1191,Sofia Coppola,"Kangana Ranaut, Rajkummar Rao",France,"April 02, 2016",2004,PG,76 min,Children & Family Movies,A chilling horror that keeps you on edge.,2004-01-01,76,Children & Family Movies
s01192,TV Show,Sample Title 1192,Christopher Nolan,"Priyanka Chopra, Dev Patel",India,"December 28, 2021",2005,PG,28 Seasons,Horror Movies,A reality show full of surprises.,2005-01-01,5040,Horror Movies
s01193,Movie,Sample Title 1193,Patty Jenkins,"Zendaya, Timothée Chalamet",Spain,"April 13, 2021",2006,TV-MA,139 min,"Dramas, International Movies",A romantic story that challenges destiny.,2006-01-01,139,Dramas
s01193,Movie,Sample Title 1193,Patty Jenkins,"Zendaya, Timothée Chalamet",Spain,"April 13, 2021",2006,TV-MA,139 min,"Dramas, International Movies",A romantic story that challenges destiny.,2006-01-01,139,International Movies
s01194,TV Show,Sample Title 1194,Unknown,"Robert Downey Jr., Chris Evans",United Kingdom,"April 16, 2018",2011,TV-MA,11 Seasons,Action & Adventure,A crime saga revealing deep corruption.,2011-01-01,1980,Action & Adventure
s01195,Movie,Sample Title 1195,Unknown,"Shah Rukh Khan, Kajol",Mexico,"May 24, 2016",2012,PG-13,142 min,Horror Movies,A reality show full of surprises.,2012-01-01,142,Horror Movies
s01196,Movie,Sample Title 1196,Nisha Patel,"Meryl Streep, Anne Hathaway",South Korea,"June 19, 2016",1996,TV-MA,140 min,Crime TV Shows,A futuristic sci-fi with stunning visuals.,1996-01-01,140,Crime TV Shows
s01197,Movie,Sample Title 1197,Bong Joon-ho,"Scarlett Johansson, Florence Pugh",Japan,"May 27, 2019",2004,TV-MA,153 min,"Dramas, International Movies",A gripping tale of ambition and betrayal.,2004-01-01,153,Dramas
s01197,Movie,Sample Title 1197,Bong Joon-ho,"Scarlett Johansson, Florence Pugh",Japan,"May 27, 2019",2004,TV-MA,153 min,"Dramas, International Movies",A gripping tale of ambition and betrayal.,2004-01-01,153,International Movies
s01198,Movie,Sample Title 1198,Sofia Coppola,"Scarlett Johansson, Florence Pugh",Germany,"September 01, 2023",1991,NR,138 min,"Dramas, International Movies",A chilling horror that keeps you on edge.,1991-01-01,138,Dramas
s01198,Movie,Sample Title 1198,Sofia Coppola,"Scarlett Johansson, Florence Pugh",Germany,"September 01, 2023",1991,NR,138 min,"Dramas, International Movies",A chilling horror that keeps you on edge.,1991-01-01,138,International Movies
s01199,TV Show,Sample Title 1199,Patty Jenkins,"Scarlett Johansson, Florence Pugh",Brazil,"July 18, 2017",1997,NR,7 Season,Comedies,A reality show full of surprises.,1997-01-01,1260,Comedies
s01200,TV Show,Sample Title 1200,Martin Scorsese,"Robert Downey Jr., Chris Evans",Canada,"August 08, 2018",1995,TV-MA,11 Seasons,Action & Adventure,A chilling horror that keeps you on edge.,1995-01-01,1980,Action & Adventure
s01201,Movie,Sample Title 1201,Wes Anderson,"Rami Malek, Lucy Boynton",United States,"November 09, 2016",1993,R,71 min,Crime TV Shows,A documentary exploring the hidden corners of the world.,1993-01-01,71,Crime TV Shows
s01202,TV Show,Sample Title 1202,Sofia Coppola,"Rami Malek, Lucy Boynton",South Korea,"June 15, 2017",2015,NR,12 Seasons,Comedies,An uplifting story about friendship and resilience.,2015-01-01,2160,Comedies
s01203,Movie,Sample Title 1203,Karan Johar,"Rami Malek, Lucy Boynton",Japan,"November 28, 2023",2012,TV-14,102 min,Crime TV Shows,A heartwarming family movie filled with emotions.,2012-01-01,102,Crime TV Shows
s01204,TV Show,Sample Title 1204,Wes Anderson,"Rami Malek, Lucy Boynton",Brazil,"December 31, 2018",2010,PG-13,5 Season,"Dramas, International Movies",A romantic story that challenges destiny.,2010-01-01,900,Dramas
s01204,TV Show,Sample Title 1204,Wes Anderson,"Rami Malek, Lucy Boynton",Brazil,"December 31, 2018",2010,PG-13,5 Season,"Dramas, International Movies",A romantic story that challenges destiny.,2010-01-01,900,International Movies
s01205,TV Show,Sample Title 1205,Nisha Patel,"Priyanka Chopra, Dev Patel",India,"April 13, 2018",1998,TV-14,10 Season,Children & Family Movies,A futuristic sci-fi with stunning visuals.,1998-01-01,1800,Children & Family Movies
s01206,Movie,Sample Title 1206,Bong Joon-ho,"Meryl Streep, Anne Hathaway",United States,"August 20, 2018",2018,NR,85 min,Comedies,A gripping tale of ambition and betrayal.,2018-01-01,85,Comedies
s01207,TV Show,Sample Title 1207,Quentin Tarantino,"Shah Rukh Khan, Kajol",Australia,"May 15, 2019",1995,TV-MA,5 Season,Children & Family Movies,A reality show full of surprises.,1995-01-01,900,Children & Family Movies
s01208,TV Show,Sample Title 1208,Martin Scorsese,"Scarlett Johansson, Florence Pugh",Japan,"June 30, 2016",2004,TV-14,28 Seasons,Horror Movies,A documentary exploring the hidden corners of the world.,2004-01-01,5040,Horror Movies
s01209,TV Show,Sample Title 1209,David Fincher,"Kangana Ranaut, Rajkummar Rao",Unknown,"November 25, 2019",1991,G,5 Season,Children & Family Movies,A reality show full of surprises.,1991-01-01,900,Children & Family Movies
s01210,Movie,Sample Title 1210,Bong Joon-ho,"Shah Rukh Khan, Kajol",Australia,"October 17, 2020",1993,PG-13,73 min,Sci-Fi & Fantasy,A chilling horror that keeps you on edge.,1993-01-01,73,Sci-Fi & Fantasy
s01211,TV Show,Sample Title 1211,Nisha Patel,"Scarlett Johansson, Florence Pugh",Spain,"May 16, 2022",2023,PG,9 Season,Documentaries,A chilling horror that keeps you on edge.,2023-01-01,1620,Documentaries
s01212,TV Show,Sample Title 1212,Christopher Nolan,"Robert Downey Jr., Chris Evans",South Korea,"August 27, 2023",2007,PG-13,4 Season,Action & Adventure,A futuristic sci-fi with stunning visuals.,2007-01-01,720,Action & Adventure
s01213,TV Show,Sample Title 1213,David Fincher,"Shah Rukh Khan, Kajol",South Korea,"January 21, 2020",2007,PG,13 Seasons,Reality TV,A gripping tale of ambition and betrayal.,2007-01-01,2340,Reality TV
s01214,Movie,Sample Title 1214,Sofia Coppola,"Tom Holland, Jacob Batalon",South Korea,"January 02, 2018",2018,NR,109 min,"Dramas, International Movies",A crime saga revealing deep corruption.,2018-01-01,109,Dramas
s01214,Movie,Sample Title 1214,Sofia Coppola,"Tom Holland, Jacob Batalon",South Korea,"January 02, 2018",2018,NR,109 min,"Dramas, International Movies",A crime saga revealing deep corruption.,2018-01-01,109,International Movies
s01215,Movie,Sample Title 1215,David Fincher,"Tom Holland, Jacob Batalon",Japan,"February 25, 2023",2003,TV-PG,129 min,"Dramas, International Movies",A reality show full of surprises.,2003-01-01,129,Dramas
s01215,Movie,Sample Title 1215,David Fincher,"Tom Holland, Jacob Batalon",Japan,"February 25, 2023",2003,TV-PG,129 min,"Dramas, International Movies",A reality show full of surprises.,2003-01-01,129,International Movies
s01216,Movie,Sample Title 1216,Unknown,"Shah Rukh Khan, Kajol",Brazil,"July 10, 2019",1994,NR,105 min,Documentaries,A heartwarming family movie filled with emotions.,1994-01-01,105,Documentaries
s01217,TV Show,Sample Title 1217,Christopher Nolan,"Rami Malek, Lucy Boynton",Germany,"December 15, 2017",1999,TV-MA,16 Seasons,Action & Adventure,An uplifting story about friendship and resilience.,1999-01-01,2880,Action & Adventure
s01218,Movie,Sample Title 1218,Taika Waititi,"Kangana Ranaut, Rajkummar Rao",Japan,"July 03, 2022",2010,TV-MA,93 min,Sci-Fi & Fantasy,A high-octane adventure across continents.,2010-01-01,93,Sci-Fi & Fantasy
s01219,Movie,Sample Title 1219,Quentin Tarantino,"Robert Downey Jr., Chris Evans",Germany,"December 18, 2019",1992,TV-14,103 min,Romantic Movies,An uplifting story about friendship and resilience.,1992-01-01,103,Romantic Movies
s01220,Movie,Sample Title 1220,Nisha Patel,"Zendaya, Timothée Chalamet",Brazil,"November 13, 2016",2005,TV-14,134 min,Romantic Movies,A reality show full of surprises.,2005-01-01,134,Romantic Movies
s01221,TV Show,Sample Title 1221,Ava DuVernay,"Scarlett Johansson, Florence Pugh",South Korea,"August 09, 2017",1991,G,7 Season,Reality TV,A romantic story that challenges destiny.,1991-01-01,1260,Reality TV
s01222,TV Show,Sample Title 1222,Nisha Patel,"Priyanka Chopra, Dev Patel",Spain,"May 07, 2016",2000,G,6 Season,"Dramas, International Movies",A heartwarming family movie filled with emotions.,2000-01-01,1080,Dramas
s01222,TV Show,Sample Title 1222,Nisha Patel,"Priyanka Chopra, Dev Patel",Spain,"May 07, 2016",2000,G,6 Season,"Dramas, International Movies",A heartwarming family movie filled with emotions.,2000-01-01,1080,International Movies
s01223,Movie,Sample Title 1223,David Fincher,"Zendaya, Timothée Chalamet",Spain,"May 16, 2018",2010,G,145 min,Action & Adventure,A chilling horror that keeps you on edge.,2010-01-01,145,Action & Adventure
s01224,Movie,Sample Title 1224,Patty Jenkins,"Meryl Streep, Anne Hathaway",Australia,"April 13, 2023",1995,PG-13,154 min,Action & Adventure,A reality show full of surprises.,1995-01-01,154,Action & Adventure
s01225,TV Show,Sample Title 1225,Wes Anderson,"Kangana Ranaut, Rajkummar Rao",Unknown,"July 29, 2016",2020,NR,2 Season,Romantic Movies,A heartwarming family movie filled with emotions.,2020-01-01,360,Romantic Movies
s01226,Movie,Sample Title 1226,Quentin Tarantino,"Rami Malek, Lucy Boynton",France,"September 22, 2018",2013,TV-14,143 min,Crime TV Shows,A romantic story that challenges destiny.,2013-01-01,143,Crime TV Shows
s01227,Movie,Sample Title 1227,Greta Gerwig,"Mahershala Ali, Jharrel Jerome",Mexico,"August 06, 2020",2013,PG-13,158 min,Romantic Movies,A futuristic sci-fi with stunning visuals.,2013-01-01,158,Romantic Movies
s01228,Movie,Sample Title 1228,Taika Waititi,"Mahershala Ali, Jharrel Jerome",Spain,"August 01, 2018",2018,TV-PG,116 min,Action & Adventure,A reality show full of surprises.,2018-01-01,116,Action & Adventure
s01229,Movie,Sample Title 1229,Greta Gerwig,"Scarlett Johansson, Florence Pugh",Germany,"July 23, 2022",1998,PG,138 min,Children & Family Movies,A romantic story that challenges destiny.,1998-01-01,138,Children & Family Movies
s01230,TV Show,Sample Title 1230,Martin Scorsese,"Kangana Ranaut, Rajkummar Rao",United Kingdom,"June 17, 2022",2021,TV-14,14 Seasons,Documentaries,A crime saga revealing deep corruption.,2021-01-01,2520,Documentaries
s01231,Movie,Sample Title 1231,Ava DuVernay,"Scarlett Johansson, Florence Pugh",South Korea,"March 21, 2022",2020,PG-13,91 min,Documentaries,A gripping tale of ambition and betrayal.,2020-01-01,91,Documentaries
s01232,TV Show,Sample Title 1232,Ava DuVernay,"Meryl Streep, Anne Hathaway",Brazil,"December 08, 2021",2014,TV-PG,6 Seasons,Romantic Movies,A documentary exploring the hidden corners of the world.,2014-01-01,1080,Romantic Movies
s01233,TV Show,Sample Title 1233,Patty Jenkins,"Priyanka Chopra, Dev Patel",India,"October 11, 2019",2011,PG-13,4 Season,"Dramas, International Movies",An uplifting story about friendship and resilience.,2011-01-01,720,Dramas
s01233,TV Show,Sample Title 1233,Patty Jenkins,"Priyanka Chopra, Dev Patel",India,"October 11, 2019",2011,PG-13,4 Season,"Dramas, International Movies",An uplifting story about friendship and resilience.,2011-01-01,720,International Movies
s01234,TV Show,Sample Title 1234,Taika Waititi,"Mahershala Ali, Jharrel Jerome",Mexico,"November 19, 2020",2008,NR,7 Season,Documentaries,A documentary exploring the hidden corners of the world.,2008-01-01,1260,Documentaries
s01235,Movie,Sample Title 1235,Unknown,"Robert Downey Jr., Chris Evans",Spain,"August 26, 2022",2013,NR,89 min,Horror Movies,A romantic story that challenges destiny.,2013-01-01,89,Horror Movies
s01236,TV Show,Sample Title 1236,Sofia Coppola,"Priyanka Chopra, Dev Patel",Unknown,"January 31, 2017",2004,PG,24 Seasons,Crime TV Shows,A romantic story that challenges destiny.,2004-01-01,4320,Crime TV Shows
s01237,Movie,Sample Title 1237,Karan Johar,"Kangana Ranaut, Rajkummar Rao",Spain,"September 12, 2021",2017,PG,142 min,Romantic Movies,A chilling horror that keeps you on edge.,2017-01-01,142,Romantic Movies
s01238,TV Show,Sample Title 1238,David Fincher,"Rami Malek, Lucy Boynton",Australia,"October 27, 2021",2007,G,3 Season,Comedies,A romantic story that challenges destiny.,2007-01-01,540,Comedies
s01239,TV Show,Sample Title 1239,Quentin Tarantino,"Mahershala Ali, Jharrel Jerome",Japan,"July 05, 2018",2000,PG,10 Seasons,Children & Family Movies,A reality show full of surprises.,2000-01-01,1800,Children & Family Movies
s01240,Movie,Sample Title 1240,Taika Waititi,"Priyanka Chopra, Dev Patel",United Kingdom,"January 28, 2017",2003,R,99 min,"Dramas, International Movies",A reality show full of surprises.,2003-01-01,99,Dramas
s01240,Movie,Sample Title 1240,Taika Waititi,"Priyanka Chopra, Dev Patel",United Kingdom,"January 28, 2017",2003,R,99 min,"Dramas, International Movies",A reality show full of surprises.,2003-01-01,99,International Movies
s01241,Movie,Sample Title 1241,Karan Johar,"Rami Malek, Lucy Boynton",United States,"June 23, 2021",1991,G,139 min,Action & Adventure,A heartwarming family movie filled with emotions.,1991-01-01,139,Action & Adventure
s01242,TV Show,Sample Title 1242,Christopher Nolan,"Mahershala Ali, Jharrel Jerome",South Korea,"March 24, 2017",1997,NR,9 Season,Horror Movies,A crime saga revealing deep corruption.,1997-01-01,1620,Horror Movies
s01243,TV Show,Sample Title 1243,Quentin Tarantino,"Zendaya, Timothée Chalamet",France,"November 19, 2016",2004,PG-13,5 Seasons,Romantic Movies,A documentary exploring the hidden corners of the world.,2004-01-01,900,Romantic Movies
s01244,TV Show,Sample Title 1244,Patty Jenkins,"Kangana Ranaut, Rajkummar Rao",Germany,"October 30, 2016",2010,TV-MA,21 Seasons,Horror Movies,An uplifting story about friendship and resilience.,2010-01-01,3780,Horror Movies
s01245,TV Show,Sample Title 1245,Taika Waititi,"Robert Downey Jr., Chris Evans",Germany,"January 13, 2023",1990,TV-14,18 Seasons,Documentaries,A reality show full of surprises.,1990-01-01,3240,Documentaries
s01246,TV Show,Sample Title 1246,Taika Waititi,"Rami Malek, Lucy Boynton",South Korea,"April 09, 2021",1999,NR,4 Season,Documentaries,A crime saga revealing deep corruption.,1999-01-01,720,Documentaries
s01247,TV Show,Sample Title 1247,Unknown,"Zendaya, Timothée Chalamet",Brazil,"May 27, 2018",1990,TV-PG,21 Seasons,Comedies,A crime saga revealing deep corruption.,1990-01-01,3780,Comedies
s01248,Movie,Sample Title 1248,Christopher Nolan,"Robert Downey Jr., Chris Evans",Australia,"September 18, 2023",2006,TV-PG,160 min,Reality TV,A high-octane adventure across continents.,2006-01-01,160,Reality TV
s01249,TV Show,Sample Title 1249,Christopher Nolan,"Priyanka Chopra, Dev Patel",Canada,"April 11, 2019",2021,NR,22 Seasons,Horror Movies,A reality show full of surprises.,2021-01-01,3960,Horror Movies
s01250,TV Show,Sample Title 1250,Ava DuVernay,"Rami Malek, Lucy Boynton",India,"March 22, 2019",2016,NR,5 Season,Romantic Movies,A high-octane adventure across continents.,2016-01-01,900,Romantic Movies
s01251,TV Show,Sample Title 1251,Bong Joon-ho,"Zendaya, Timothée Chalamet",France,"October 25, 2023",2015,R,15 Seasons,Crime TV Shows,A crime saga revealing deep corruption.,2015-01-01,2700,Crime TV Shows
s01252,TV Show,Sample Title 1252,Quentin Tarantino,"Priyanka Chopra, Dev Patel",Brazil,"May 31, 2018",2016,TV-MA,1 Season,Sci-Fi & Fantasy,A romantic story that challenges destiny.,2016-01-01,180,Sci-Fi & Fantasy
s01253,TV Show,Sample Title 1253,Martin Scorsese,"Mahershala Ali, Jharrel Jerome",Australia,"June 20, 2020",2006,TV-MA,7 Season,Children & Family Movies,A crime saga revealing deep corruption.,2006-01-01,1260,Children & Family Movies
s01254,Movie,Sample Title 1254,Taika Waititi,"Robert Downey Jr., Chris Evans",South Korea,"January 07, 2021",2016,TV-14,113 min,Reality TV,A documentary exploring the hidden corners of the world.,2016-01-01,113,Reality TV
s01255,Movie,Sample Title 1255,Ava DuVernay,"Shah Rukh Khan, Kajol",Spain,"September 12, 2019",1998,TV-MA,150 min,"Dramas, International Movies",A chilling horror that keeps you on edge.,1998-01-01,150,Dramas
s01255,Movie,Sample Title 1255,Ava DuVernay,"Shah Rukh Khan, Kajol",Spain,"September 12, 2019",1998,TV-MA,150 min,"Dramas, International Movies",A chilling horror that keeps you on edge.,1998-01-01,150,International Movies
s01256,Movie,Sample Title 1256,Bong Joon-ho,"Tom Holland, Jacob Batalon",Unknown,"March 14, 2022",1994,TV-MA,160 min,Sci-Fi & Fantasy,A high-octane adventure across continents.,1994-01-01,160,Sci-Fi & Fantasy
s01257,TV Show,Sample Title 1257,Wes Anderson,"Kangana Ranaut, Rajkummar Rao",Australia,"July 28, 2018",2008,R,3 Season,Romantic Movies,A romantic story that challenges destiny.,2008-01-01,540,Romantic Movies
s01258,TV Show,Sample Title 1258,Greta Gerwig,"Robert Downey Jr., Chris Evans",United States,"March 23, 2016",2023,PG-13,24 Seasons,Sci-Fi & Fantasy,A chilling horror that keeps you on edge.,2023-01-01,4320,Sci-Fi & Fantasy
s01259,TV Show,Sample Title 1259,Quentin Tarantino,"Robert Downey Jr., Chris Evans",Canada,"January 30, 2023",2005,TV-MA,10 Seasons,Children & Family Movies,An uplifting story about friendship and resilience.,2005-01-01,1800,Children & Family Movies
s01260,TV Show,Sample Title 1260,Wes Anderson,"Priyanka Chopra, Dev Patel",India,"November 09, 2016",1994,TV-PG,3 Season,"Dramas, International Movies",A gripping tale of ambition and betrayal.,1994-01-01,540,Dramas
s01260,TV Show,Sample Title 1260,Wes Anderson,"Priyanka Chopra, Dev Patel",India,"November 09, 2016",1994,TV-PG,3 Season,"Dramas, International Movies",A gripping tale of ambition and betrayal.,1994-01-01,540,International Movies
s01261,Movie,Sample Title 1261,Patty Jenkins,"Shah Rukh Khan, Kajol",Unknown,"May 21, 2020",2002,PG,82 min,Romantic Movies,A chilling horror that keeps you on edge.,2002-01-01,82,Romantic Movies
s01262,Movie,Sample Title 1262,Quentin Tarantino,"Mahershala Ali, Jharrel Jerome",Canada,"February 12, 2017",2006,NR,108 min,Horror Movies,A heartwarming family movie filled with emotions.,2006-01-01,108,Horror Movies
s01263,TV Show,Sample Title 1263,Karan Johar,"Priyanka Chopra, Dev Patel",Japan,"March 10, 2019",2022,TV-14,14 Seasons,Horror Movies,A gripping tale of ambition and betrayal.,2022-01-01,2520,Horror Movies
s01264,TV Show,Sample Title 1264,Denis Villeneuve,"Kangana Ranaut, Rajkummar Rao",Mexico,"March 19, 2017",2018,TV-14,6 Season,Reality TV,A gripping tale of ambition and betrayal.,2018-01-01,1080,Reality TV
s01265,TV Show,Sample Title 1265,Bong Joon-ho,"Mahershala Ali, Jharrel Jerome",Spain,"March 22, 2017",2009,G,8 Season,Documentaries,An uplifting story about friendship and resilience.,2009-01-01,1440,Documentaries
s01266,Movie,Sample Title 1266,Christopher Nolan,"Rami Malek, Lucy Boynton",Japan,"August 27, 2022",2005,PG-13,141 min,Documentaries,A chilling horror that keeps you on edge.,2005-01-01,141,Documentaries
s01267,TV Show,Sample Title 1267,Denis Villeneuve,"Rami Malek, Lucy Boynton",United States,"July 14, 2021",2006,TV-PG,10 Season,Children & Family Movies,A romantic story that challenges destiny.,2006-01-01,1800,Children & Family Movies
s01268,Movie,Sample Title 1268,Bong Joon-ho,"Shah Rukh Khan, Kajol",Spain,"July 23, 2020",1990,PG,74 min,Action & Adventure,A futuristic sci-fi with stunning visuals.,1990-01-01,74,Action & Adventure
s01269,TV Show,Sample Title 1269,Taika Waititi,"Rami Malek, Lucy Boynton",France,"March 04, 2021",2020,PG-13,6 Season,Comedies,A chilling horror that keeps you on edge.,2020-01-01,1080,Comedies
s01270,Movie,Sample Title 1270,Christopher Nolan,"Robert Downey Jr., Chris Evans",United Kingdom,"October 30, 2021",1997,R,118 min,Action & Adventure,A crime saga revealing deep corruption.,1997-01-01,118,Action & Adventure
s01271,Movie,Sample Title 1271,Unknown,"Scarlett Johansson, Florence Pugh",Japan,"November 30, 2017",2023,NR,74 min,Documentaries,A futuristic sci-fi with stunning visuals.,2023-01-01,74,Documentaries
s01272,TV Show,Sample Title 1272,Ava DuVernay,"Scarlett Johansson, Florence Pugh",South Korea,"August 03, 2023",2007,G,10 Seasons,Reality TV,A romantic story that challenges destiny.,2007-01-01,1800,Reality TV
s01273,Movie,Sample Title 1273,Quentin Tarantino,"Kangana Ranaut, Rajkummar Rao",Germany,"April 17, 2018",2013,PG,88 min,Crime TV Shows,A crime saga revealing deep corruption.,2013-01-01,88,Crime TV Shows
